"","pathwayName","fc","adj_pval","logQ","threshold"
"57","KEGG_FOCAL_ADHESION",0.189924886495835,0.947087693040882,0.0236098068039798,"cond3"
"58","KEGG_FOLATE_BIOSYNTHESIS",-0.0471184247559088,0.990347872916225,0.00421222686658732,"cond3"
"59","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.246730694260877,0.949565718874577,0.0224749726258599,"cond3"
"60","KEGG_GALACTOSE_METABOLISM",0.105724442497302,0.980312358447567,0.00863552233221005,"cond3"
"61","KEGG_GAP_JUNCTION",0.420690525504107,0.947087693040882,0.0236098068039798,"cond3"
"62","KEGG_GLIOMA",0.479685591652169,0.947087693040882,0.0236098068039798,"cond3"
"63","KEGG_GLUTATHIONE_METABOLISM",-0.233912844006087,0.949565718874577,0.0224749726258599,"cond3"
"64","KEGG_GLYCEROLIPID_METABOLISM",-0.0278080742862718,0.990347872916225,0.00421222686658732,"cond3"
"65","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",-0.308488837971498,0.947087693040882,0.0236098068039798,"cond3"
"66","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.244822290430929,0.949565718874577,0.0224749726258599,"cond3"
"67","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.720307203343481,0.930647426543033,0.031214819241926,"cond3"
"68","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.421633574964545,0.949565718874577,0.0224749726258599,"cond3"
"69","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",-0.78901916613447,0.947087693040882,0.0236098068039798,"cond3"
"70","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",1.05301434819538,0.947087693040882,0.0236098068039798,"cond3"
"71","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",-1.8546875530393,0.930647426543033,0.031214819241926,"cond3"
"72","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.802990159246727,0.947087693040882,0.0236098068039798,"cond3"
"73","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",-0.984181798718364,0.947087693040882,0.0236098068039798,"cond3"
"74","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.0150812204348976,0.990347872916225,0.00421222686658732,"cond3"
"75","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",1.26491290747732,0.930647426543033,0.031214819241926,"cond3"
"76","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",1.25479487871287,0.930647426543033,0.031214819241926,"cond3"
"77","KEGG_GNRH_SIGNALING_PATHWAY",0.280801972617713,0.947087693040882,0.0236098068039798,"cond3"
"78","KEGG_GRAFT_VERSUS_HOST_DISEASE",0.809529554207683,0.930647426543033,0.031214819241926,"cond3"
"79","KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.0793959002447731,0.978189689658832,0.00957691905294325,"cond3"
"80","KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.808309082972627,0.898548462097342,0.0464584947888639,"cond3"
"81","KEGG_HISTIDINE_METABOLISM",0.633428483377859,0.947087693040882,0.0236098068039798,"cond3"
"82","KEGG_HOMOLOGOUS_RECOMBINATION",0.623136578254329,0.947087693040882,0.0236098068039798,"cond3"
"83","KEGG_HUNTINGTONS_DISEASE",-0.0549819484145749,0.959719824845108,0.0178555339219695,"cond3"
"84","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",-0.0272692451695858,0.990347872916225,0.00421222686658732,"cond3"
"85","KEGG_INOSITOL_PHOSPHATE_METABOLISM",-0.213580724418397,0.949565718874577,0.0224749726258599,"cond3"
"86","KEGG_INSULIN_SIGNALING_PATHWAY",0.209829746578791,0.947087693040882,0.0236098068039798,"cond3"
"87","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.800984744265628,0.930647426543033,0.031214819241926,"cond3"
"88","KEGG_JAK_STAT_SIGNALING_PATHWAY",1.23977431970203,0.0290434228285556,1.53695220243626,"cond1"
"89","KEGG_LEISHMANIA_INFECTION",0.63190216716225,0.898548462097342,0.0464584947888639,"cond3"
"90","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.617804633061776,0.898548462097342,0.0464584947888639,"cond3"
"91","KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.757714947570755,0.947087693040882,0.0236098068039798,"cond3"
"92","KEGG_LINOLEIC_ACID_METABOLISM",0.655727318125226,0.947087693040882,0.0236098068039798,"cond3"
"93","KEGG_LONG_TERM_DEPRESSION",0.195510114828136,0.949565718874577,0.0224749726258599,"cond3"
"94","KEGG_LONG_TERM_POTENTIATION",0.184274172077074,0.949565718874577,0.0224749726258599,"cond3"
"95","KEGG_LYSINE_DEGRADATION",0.549602607578259,0.947087693040882,0.0236098068039798,"cond3"
"96","KEGG_LYSOSOME",-0.0481140465563288,0.980312358447567,0.00863552233221005,"cond3"
"97","KEGG_MAPK_SIGNALING_PATHWAY",0.284345024842795,0.930647426543033,0.031214819241926,"cond3"
"98","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",1.18003750595928,0.930647426543033,0.031214819241926,"cond3"
"99","KEGG_MELANOGENESIS",0.0251965198064132,0.990347872916225,0.00421222686658732,"cond3"
"100","KEGG_MELANOMA",0.396164573821592,0.947087693040882,0.0236098068039798,"cond3"
"101","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",-0.189979937942291,0.959719824845108,0.0178555339219695,"cond3"
"102","KEGG_MISMATCH_REPAIR",0.598938057108713,0.947087693040882,0.0236098068039798,"cond3"
"103","KEGG_MTOR_SIGNALING_PATHWAY",0.24466354963285,0.949565718874577,0.0224749726258599,"cond3"
"104","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.440215712545448,0.930647426543033,0.031214819241926,"cond3"
"105","KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",-0.577732860060668,0.930647426543033,0.031214819241926,"cond3"
"106","KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.456773329716857,0.930647426543033,0.031214819241926,"cond3"
"107","KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",-0.328681243624157,0.949565718874577,0.0224749726258599,"cond3"
"108","KEGG_NITROGEN_METABOLISM",1.00790272363895,0.947087693040882,0.0236098068039798,"cond3"
"109","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.634119364147925,0.930647426543033,0.031214819241926,"cond3"
"110","KEGG_NON_HOMOLOGOUS_END_JOINING",1.42315577155153,0.930647426543033,0.031214819241926,"cond3"
"111","KEGG_NON_SMALL_CELL_LUNG_CANCER",0.753009227254838,0.930647426543033,0.031214819241926,"cond3"
"112","KEGG_NOTCH_SIGNALING_PATHWAY",0.0141337977908151,0.990347872916225,0.00421222686658732,"cond3"
"113","KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.338673992036126,0.947087693040882,0.0236098068039798,"cond3"
"114","KEGG_N_GLYCAN_BIOSYNTHESIS",-0.394209044328935,0.947087693040882,0.0236098068039798,"cond3"
"115","KEGG_OLFACTORY_TRANSDUCTION",-0.500724191188066,0.947087693040882,0.0236098068039798,"cond3"
"116","KEGG_ONE_CARBON_POOL_BY_FOLATE",0.831468697868307,0.947087693040882,0.0236098068039798,"cond3"
"117","KEGG_OOCYTE_MEIOSIS",-0.00848462674840892,0.990347872916225,0.00421222686658732,"cond3"
"118","KEGG_OTHER_GLYCAN_DEGRADATION",-0.928948833881625,0.947087693040882,0.0236098068039798,"cond3"
"119","KEGG_OXIDATIVE_PHOSPHORYLATION",-0.238176941219991,0.947087693040882,0.0236098068039798,"cond3"
"120","KEGG_O_GLYCAN_BIOSYNTHESIS",0.230989358602688,0.959719824845108,0.0178555339219695,"cond3"
"121","KEGG_P53_SIGNALING_PATHWAY",0.119951356147039,0.959719824845108,0.0178555339219695,"cond3"
"122","KEGG_PANCREATIC_CANCER",0.591442622080152,0.930647426543033,0.031214819241926,"cond3"
"123","KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",-1.29318512768968,0.947087693040882,0.0236098068039798,"cond3"
"124","KEGG_PARKINSONS_DISEASE",-0.210330609193718,0.947087693040882,0.0236098068039798,"cond3"
"125","KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.413472552991344,0.947087693040882,0.0236098068039798,"cond3"
"126","KEGG_PATHWAYS_IN_CANCER",0.499573734837371,0.566152264591161,0.247066751181808,"cond3"
"127","KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",-0.714806375676098,0.949565718874577,0.0224749726258599,"cond3"
"128","KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.244430564029142,0.949565718874577,0.0224749726258599,"cond3"
"129","KEGG_PEROXISOME",0.395002487698005,0.947087693040882,0.0236098068039798,"cond3"
"130","KEGG_PHENYLALANINE_METABOLISM",0.519323572383163,0.947087693040882,0.0236098068039798,"cond3"
"131","KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",-0.165490829249057,0.949565718874577,0.0224749726258599,"cond3"
"132","KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",-0.451989412179073,0.947087693040882,0.0236098068039798,"cond3"
"133","KEGG_PPAR_SIGNALING_PATHWAY",0.704188298929314,0.930647426543033,0.031214819241926,"cond3"
"134","KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",-0.0211370152994453,0.990347872916225,0.00421222686658732,"cond3"
"135","KEGG_PRIMARY_IMMUNODEFICIENCY",0.496402558501485,0.947087693040882,0.0236098068039798,"cond3"
"136","KEGG_PRION_DISEASES",0.558456355970002,0.947087693040882,0.0236098068039798,"cond3"
"137","KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.302362227385745,0.947087693040882,0.0236098068039798,"cond3"
"138","KEGG_PROPANOATE_METABOLISM",0.393354046921495,0.947087693040882,0.0236098068039798,"cond3"
"139","KEGG_PROSTATE_CANCER",0.558802530777247,0.930647426543033,0.031214819241926,"cond3"
"140","KEGG_PROTEASOME",1.01522291917463,0.898548462097342,0.0464584947888639,"cond3"
"141","KEGG_PROTEIN_EXPORT",-0.209140575874005,0.959719824845108,0.0178555339219695,"cond3"
"142","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.893309410307808,0.947087693040882,0.0236098068039798,"cond3"
"143","KEGG_PURINE_METABOLISM",-0.159539884950872,0.949565718874577,0.0224749726258599,"cond3"
"144","KEGG_PYRIMIDINE_METABOLISM",-0.406334620819394,0.947087693040882,0.0236098068039798,"cond3"
"145","KEGG_PYRUVATE_METABOLISM",0.981226865347816,0.930647426543033,0.031214819241926,"cond3"
"146","KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",-0.0745678618485477,0.959719824845108,0.0178555339219695,"cond3"
"147","KEGG_REGULATION_OF_AUTOPHAGY",-0.311653698172134,0.949565718874577,0.0224749726258599,"cond3"
"148","KEGG_RENAL_CELL_CARCINOMA",0.29398961059127,0.947087693040882,0.0236098068039798,"cond3"
"149","KEGG_RENIN_ANGIOTENSIN_SYSTEM",-0.737275484628334,0.947087693040882,0.0236098068039798,"cond3"
"150","KEGG_RETINOL_METABOLISM",0.353808641326843,0.949565718874577,0.0224749726258599,"cond3"
"151","KEGG_RIBOFLAVIN_METABOLISM",-0.10393786559788,0.9874699484477,0.00547611233130222,"cond3"
"152","KEGG_RIBOSOME",1.18982396832422,0.259298189467863,0.58620051565202,"cond3"
"153","KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.632360795658174,0.930647426543033,0.031214819241926,"cond3"
"154","KEGG_RNA_DEGRADATION",0.214401235195716,0.949565718874577,0.0224749726258599,"cond3"
"155","KEGG_RNA_POLYMERASE",-0.199795368975208,0.949565718874577,0.0224749726258599,"cond3"
"156","KEGG_SELENOAMINO_ACID_METABOLISM",-0.45956419288341,0.947087693040882,0.0236098068039798,"cond3"
"157","KEGG_SMALL_CELL_LUNG_CANCER",0.374847906027145,0.947087693040882,0.0236098068039798,"cond3"
"158","KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",-0.725230538088993,0.947087693040882,0.0236098068039798,"cond3"
"159","KEGG_SPHINGOLIPID_METABOLISM",0.251798796956556,0.949565718874577,0.0224749726258599,"cond3"
"160","KEGG_SPLICEOSOME",0.743473207816131,0.566152264591161,0.247066751181808,"cond3"
"161","KEGG_STARCH_AND_SUCROSE_METABOLISM",0.154451180606736,0.959719824845108,0.0178555339219695,"cond3"
"162","KEGG_STEROID_BIOSYNTHESIS",-0.230572145819159,0.959719824845108,0.0178555339219695,"cond3"
"163","KEGG_STEROID_HORMONE_BIOSYNTHESIS",-0.84515706617868,0.947087693040882,0.0236098068039798,"cond3"
"164","KEGG_SULFUR_METABOLISM",-0.163975735111126,0.980312358447567,0.00863552233221005,"cond3"
"165","KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.875803788273636,0.566152264591161,0.247066751181808,"cond3"
"166","KEGG_TASTE_TRANSDUCTION",-0.250805887346923,0.949565718874577,0.0224749726258599,"cond3"
"167","KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",-0.950005343674863,0.947087693040882,0.0236098068039798,"cond3"
"168","KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",-0.312411693303858,0.959719824845108,0.0178555339219695,"cond3"
"169","KEGG_TGF_BETA_SIGNALING_PATHWAY",0.501605505780089,0.930647426543033,0.031214819241926,"cond3"
"170","KEGG_THYROID_CANCER",0.565341545737018,0.947087693040882,0.0236098068039798,"cond3"
"171","KEGG_TIGHT_JUNCTION",0.419806496617382,0.930647426543033,0.031214819241926,"cond3"
"172","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.905967293205497,0.566152264591161,0.247066751181808,"cond3"
"173","KEGG_TRYPTOPHAN_METABOLISM",1.04351842780241,0.930647426543033,0.031214819241926,"cond3"
"174","KEGG_TYPE_II_DIABETES_MELLITUS",0.347187543946976,0.947087693040882,0.0236098068039798,"cond3"
"175","KEGG_TYPE_I_DIABETES_MELLITUS",0.823152444177238,0.930647426543033,0.031214819241926,"cond3"
"176","KEGG_TYROSINE_METABOLISM",0.384717148703175,0.947087693040882,0.0236098068039798,"cond3"
"177","KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.424719960383043,0.930647426543033,0.031214819241926,"cond3"
"178","KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",-0.0827214416565055,0.959719824845108,0.0178555339219695,"cond3"
"179","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",-0.140875566535494,0.978189689658832,0.00957691905294325,"cond3"
"180","KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",1.24170962883485,0.898548462097342,0.0464584947888639,"cond3"
"181","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.4309847137035,0.947087693040882,0.0236098068039798,"cond3"
"182","KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.392144376701997,0.947087693040882,0.0236098068039798,"cond3"
"183","KEGG_VEGF_SIGNALING_PATHWAY",0.85169389554713,0.898548462097342,0.0464584947888639,"cond3"
"184","KEGG_VIBRIO_CHOLERAE_INFECTION",0.458072739785166,0.947087693040882,0.0236098068039798,"cond3"
"185","KEGG_VIRAL_MYOCARDITIS",0.160577980121784,0.949565718874577,0.0224749726258599,"cond3"
"186","KEGG_WNT_SIGNALING_PATHWAY",0.254616235252983,0.947087693040882,0.0236098068039798,"cond3"
