"Pathway","Mean_Tfh","mean_non_tfh","Cliffs_Delta","P_Value"
"KEGG-NOD-LIKE-RECEPTOR-SIGNALING-PATHWAY",7300.09984855391,7471.11839473358,-0.150138024369092,9.62805643972401e-25
"KEGG-NON-HOMOLOGOUS-END-JOINING",6796.49663037851,6592.85358394619,0.0943808140538747,1.07541986447433e-10
"KEGG-NON-SMALL-CELL-LUNG-CANCER",8281.15377207698,8309.45958703792,-0.0298519752335749,0.0411546411281801
"KEGG-NOTCH-SIGNALING-PATHWAY",7357.72885729203,7217.97969054581,0.134754601371125,3.03688328590942e-20
"KEGG-NUCLEOTIDE-EXCISION-REPAIR",4508.37382641456,4194.07850852013,0.176297078494452,1.73274527698606e-33
"KEGG-N-GLYCAN-BIOSYNTHESIS",7818.40809292301,7693.70093173038,0.108833491194728,9.72679881104964e-14
"KEGG-OLFACTORY-TRANSDUCTION",3247.807495154,3387.0298841272,-0.257893970698316,1.19796810353313e-69
"KEGG-ONE-CARBON-POOL-BY-FOLATE",5944.00903778015,5880.30321543016,0.0385315008182288,0.00839697909246058
"KEGG-OOCYTE-MEIOSIS",6199.93370112807,6034.2127816388,0.135405389019881,2.00330281465418e-20
"KEGG-OTHER-GLYCAN-DEGRADATION",8250.65397791017,8213.87974394693,0.0238785146513211,0.102392336743049
"KEGG-OXIDATIVE-PHOSPHORYLATION",9192.7847536459,8628.17363458665,0.271399023289357,6.2184202896583e-77
"KEGG-O-GLYCAN-BIOSYNTHESIS",7014.40957716301,6958.25182064929,0.0707621400339371,1.29606483505466e-06
"KEGG-P53-SIGNALING-PATHWAY",6229.50587164343,6058.07917481917,0.187518672053798,1.15937878278744e-37
"KEGG-PANCREATIC-CANCER",7868.05941313593,7855.86873865758,0.00898489306823568,0.538823763122546
"KEGG-PANTOTHENATE-AND-COA-BIOSYNTHESIS",6555.05201763203,6452.73616334781,0.07449862641655,3.47007399993591e-07
"KEGG-PARKINSONS-DISEASE",9531.85135085106,9015.66222346521,0.251362372804795,2.94509609762055e-66
"KEGG-PATHOGENIC-ESCHERICHIA-COLI-INFECTION",9460.49272697097,9408.07213414075,0.0593239061728983,4.95066006138829e-05
"KEGG-PATHWAYS-IN-CANCER",7368.86152869924,7363.00331905372,0.0101202360517107,0.488777960243252
"KEGG-PENTOSE-AND-GLUCURONATE-INTERCONVERSIONS",6398.44634871024,6521.4289999478,-0.103672580002608,1.32630543716928e-12
"KEGG-PENTOSE-PHOSPHATE-PATHWAY",5483.86171557471,5253.09851342661,0.147798637561049,4.99340560581852e-24
"KEGG-PEROXISOME",7244.97074865021,7225.36665505485,0.0263539802169861,0.0714362120411773
"KEGG-PHENYLALANINE-METABOLISM",4232.47006245485,4415.96472345424,-0.149932925443758,1.11340316905662e-24
"KEGG-PHOSPHATIDYLINOSITOL-SIGNALING-SYSTEM",7394.94262964627,7338.21604641707,0.0426478490227397,0.00353135039057262
"KEGG-PORPHYRIN-AND-CHLOROPHYLL-METABOLISM",7058.87447121676,7117.345665895,-0.0639812392874473,1.2058867372693e-05
"KEGG-PPAR-SIGNALING-PATHWAY",7188.31504890877,7170.12537996098,0.0293967979477699,0.0443430938978749
"KEGG-PRIMARY-BILE-ACID-BIOSYNTHESIS",6963.11398153626,6925.97973132362,0.0359607390659487,0.0139003661136123
"KEGG-PRIMARY-IMMUNODEFICIENCY",6248.16575765005,6160.08324042087,0.0689401079661545,2.40853335997001e-06
"KEGG-PRION-DISEASES",8487.51465295141,8481.33853199059,0.00641057310506224,0.661023262594265
"KEGG-PROGESTERONE-MEDIATED-OOCYTE-MATURATION",5917.61248991343,6105.68188142176,-0.207481238762839,1.02124774955756e-45
"KEGG-PROPANOATE-METABOLISM",6598.89886168434,6561.26911224628,0.0173649359027083,0.234906411599451
"KEGG-PROSTATE-CANCER",7965.09040198045,7936.75211901315,0.0181679054942836,0.213963494556388
"KEGG-PROTEASOME",7935.63019639693,7588.64518702954,0.13502420427342,2.55670217760331e-20
"KEGG-PROTEIN-EXPORT",10002.9972316268,9514.57578047149,0.220087158832011,3.21694695405907e-51
"KEGG-PROXIMAL-TUBULE-BICARBONATE-RECLAMATION",7289.68343127291,7418.5232448885,-0.156613101451116,8.86011456910141e-27
"KEGG-PURINE-METABOLISM",6735.19703981734,6705.60979690471,0.0336873616317846,0.0212046029523355
"KEGG-PYRIMIDINE-METABOLISM",5983.59135374118,5883.05236814473,0.10710566047944,2.36468807389269e-13
"KEGG-PYRUVATE-METABOLISM",6243.93471172011,6287.29014691278,-0.046342412382136,0.00152455752804457
"KEGG-REGULATION-OF-ACTIN-CYTOSKELETON",7559.75566656152,7361.90751661696,0.277758914698235,1.71829274605797e-80
"KEGG-REGULATION-OF-AUTOPHAGY",7722.65453131034,7486.50040049333,0.136743823732801,8.46202743450364e-21
"KEGG-RENAL-CELL-CARCINOMA",8144.87902416197,8083.63908641293,0.0425384568468166,0.00361700522757051
"KEGG-RENIN-ANGIOTENSIN-SYSTEM",7076.40086153021,6926.62024261717,0.112442110075626,1.45532157938053e-14
"KEGG-RETINOL-METABOLISM",5720.22595730026,5837.31272728788,-0.16403502757545,3.23349016294448e-29
"KEGG-RIBOFLAVIN-METABOLISM",6155.02941040245,6058.90646364154,0.0700452973932136,1.65685939281355e-06
"KEGG-RIBOSOME",13060.0457223417,13341.727636902,-0.0257861262528951,0.0777569986281725
"KEGG-RIG-I-LIKE-RECEPTOR-SIGNALING-PATHWAY",7441.82518000315,7487.5172513882,-0.0438299049287106,0.00271664679695009
"KEGG-RNA-DEGRADATION",8563.432153268,8454.23511420111,0.0855252026480935,4.90989113318072e-09
"KEGG-RNA-POLYMERASE",6979.79989250343,6869.23273177584,0.0571606964221596,9.23062053936844e-05
"KEGG-SELENOAMINO-ACID-METABOLISM",6018.5766615232,6000.19647362891,0.0152975697556453,0.295376306649048
"KEGG-SMALL-CELL-LUNG-CANCER",7284.70170216188,7290.41224432479,-0.00826321491014446,0.571919009023006
"KEGG-SNARE-INTERACTIONS-IN-VESICULAR-TRANSPORT",7499.11548410021,7246.43467308434,0.192455370341555,1.40339124560791e-39
"KEGG-SPHINGOLIPID-METABOLISM",5899.41426344316,5737.35490317338,0.146562889165061,1.17913424684505e-23
"KEGG-SPLICEOSOME",9208.48247446162,9071.3985900657,0.0917453202341905,3.48123209339156e-10
"KEGG-STARCH-AND-SUCROSE-METABOLISM",7302.53844504374,7407.29336382516,-0.119537456305284,2.91611897423704e-16
"KEGG-STEROID-BIOSYNTHESIS",6996.47052518455,7144.31208098262,-0.125219280448557,1.07700233606323e-17
"KEGG-STEROID-HORMONE-BIOSYNTHESIS",6523.46467119926,6614.69986989565,-0.103648584888123,1.34213095703887e-12
"KEGG-SULFUR-METABOLISM",5209.80252332788,5136.58305834953,0.0641725615500917,1.13555228169024e-05
"KEGG-SYSTEMIC-LUPUS-ERYTHEMATOSUS",454.886943321877,295.920120682403,0.172234149071428,4.86948767883842e-32
"KEGG-TASTE-TRANSDUCTION",4861.31894517814,4973.0989172086,-0.198709838348198,4.4431052746457e-42
"KEGG-TAURINE-AND-HYPOTAURINE-METABOLISM",3422.89402856972,3490.56811378263,-0.0954184430920506,6.71325694093579e-11
"KEGG-TERPENOID-BACKBONE-BIOSYNTHESIS",9437.20841266254,9406.06611087172,0.0195327074622845,0.181517465954316
"KEGG-TGF-BETA-SIGNALING-PATHWAY",7073.04022940505,7037.02587468956,0.0408427412657441,0.00520970931012096
"KEGG-THYROID-CANCER",8805.75783485627,8715.98279611305,0.0680002841094544,3.29630767064435e-06
"KEGG-TIGHT-JUNCTION",6977.77230302356,6848.60411907291,0.176140699687502,1.97293325278458e-33
"KEGG-TOLL-LIKE-RECEPTOR-SIGNALING-PATHWAY",7531.19450187541,7499.26685705457,0.0400976154102282,0.00609171053229227
"KEGG-TRYPTOPHAN-METABOLISM",6747.21959514862,6777.71210177379,-0.0435833847791325,0.00287082275221068
"KEGG-TYPE-II-DIABETES-MELLITUS",7620.22621021807,7730.86710898565,-0.109155281190125,8.2311210871101e-14
"KEGG-TYPE-I-DIABETES-MELLITUS",10381.3333050384,10231.518944468,0.192787561261101,1.03851374014325e-39
"KEGG-TYROSINE-METABOLISM",5781.47864969355,5890.04011270215,-0.129940296414478,6.20320194402665e-19
"KEGG-T-CELL-RECEPTOR-SIGNALING-PATHWAY",8991.51331278266,8732.78113110137,0.220255763286645,2.70196743159004e-51
"KEGG-UBIQUITIN-MEDIATED-PROTEOLYSIS",7633.21596889131,7419.29586121616,0.165990127607022,7.06361343086587e-30
"KEGG-VALINE-LEUCINE-AND-ISOLEUCINE-BIOSYNTHESIS",4240.43451280041,4197.30868720631,-0.000422651588793627,0.976938270767945
"KEGG-VALINE-LEUCINE-AND-ISOLEUCINE-DEGRADATION",7804.24578633773,7637.53351175565,0.193977874041068,3.51573468684741e-40
"KEGG-VASCULAR-SMOOTH-MUSCLE-CONTRACTION",7336.67518444034,7245.67896750434,0.122903295719851,4.20701760093298e-17
"KEGG-VASOPRESSIN-REGULATED-WATER-REABSORPTION",7136.25358369263,7149.75441090732,-0.0156442216092064,0.284568765155149
"KEGG-VEGF-SIGNALING-PATHWAY",7399.14462217926,7299.27895320309,0.0938028784922528,1.39518486544179e-10
"KEGG-VIBRIO-CHOLERAE-INFECTION",8152.73636161566,8031.44234266623,0.0954947621539018,6.4833110791964e-11
"KEGG-VIRAL-MYOCARDITIS",8054.38466783935,7949.64617319502,0.135836115010317,1.51947587531119e-20
"KEGG-WNT-SIGNALING-PATHWAY",7758.73790754531,7620.04712112583,0.156524647977757,9.45851106429396e-27
